	/m/0kcg1ws	Anu Nieminen	Finland	2012 Summer Olympics	Badminton
	/m/0kc2z88	Daniel Michan Halbinger	Mexico	2012 Summer Olympics	Equestrian vaulting
	/m/0kf6pfw	Anton Zakharov	Ukraine	2012 Summer Olympics	Diving
	/m/0kjm6g6	Raidel Acea	Cuba	2012 Summer Olympics	Track and field athletics
	/m/0kcgx96	Yang Junjing	China	2012 Summer Olympics	Volleyball
	/m/0khm2q6	Leevan Sands	Bahamas	2012 Summer Olympics	Track and field athletics
	/m/0kgqbvb	Gediminas Bagdonas	Lithuania	2012 Summer Olympics	Road cycling
	/m/0k8j_90	Jonathan Borlée	Belgium	2012 Summer Olympics	Track and field athletics
	/m/0k8nwln	Benson Gicharu Njangiru	Kenya	2012 Summer Olympics	Boxing
	/m/0kf7tx3	Charlotte Becker	Germany	2012 Summer Olympics	Road cycling
	/m/0k8lqq8	Sherif Farrag	Egypt	2012 Summer Olympics	Fencing
